preset_id,day,shop1,shop2,shop3,variant,workers_total,cash_min_after_mandatory_finance,buy_sw_today,sw_owned_end,capacity_clamped,wheat_seed_count,next_day_hire_reserve,C,S,G,ST,CR,T,M
D9|SMOOTHIE_SHOP+SMOOTHIE_SHOP|LOW,9,SMOOTHIE_SHOP,SMOOTHIE_SHOP,,LOW,11,643,False,True,False,10,143,9,1,1,30,0,0,12
D9|SMOOTHIE_SHOP+SMOOTHIE_SHOP|BASE,9,SMOOTHIE_SHOP,SMOOTHIE_SHOP,,BASE,11,1043,False,True,False,10,143,10,1,1,30,0,0,12
D9|SMOOTHIE_SHOP+SMOOTHIE_SHOP|HIGH,9,SMOOTHIE_SHOP,SMOOTHIE_SHOP,,HIGH,12,1443,False,True,False,10,143,11,1,1,30,0,0,12
D9|SMOOTHIE_SHOP+FARMERS_MARKET|LOW,9,SMOOTHIE_SHOP,FARMERS_MARKET,,LOW,11,793,False,True,False,5,143,9,1,1,28,6,0,12
D9|SMOOTHIE_SHOP+FARMERS_MARKET|BASE,9,SMOOTHIE_SHOP,FARMERS_MARKET,,BASE,11,993,False,True,False,5,143,9,1,1,30,6,0,12
D9|SMOOTHIE_SHOP+FARMERS_MARKET|HIGH,9,SMOOTHIE_SHOP,FARMERS_MARKET,,HIGH,12,1193,False,True,False,5,143,9,1,1,32,6,0,12
D9|FARMERS_MARKET+BAKERY|LOW,9,FARMERS_MARKET,BAKERY,,LOW,11,543,False,True,False,0,143,2,1,4,24,6,0,12
D9|FARMERS_MARKET+BAKERY|BASE,9,FARMERS_MARKET,BAKERY,,BASE,11,543,False,True,False,0,143,2,1,4,24,6,0,12
D9|FARMERS_MARKET+BAKERY|HIGH,9,FARMERS_MARKET,BAKERY,,HIGH,12,843,False,True,False,0,143,2,1,5,24,6,0,12
D9|FARMERS_MARKET+PIZZA_SHOP|LOW,9,FARMERS_MARKET,PIZZA_SHOP,,LOW,11,663,False,True,False,2,143,5,1,3,24,6,8,12
D9|FARMERS_MARKET+PIZZA_SHOP|BASE,9,FARMERS_MARKET,PIZZA_SHOP,,BASE,11,1063,False,True,False,2,143,6,1,3,24,6,8,12
D9|FARMERS_MARKET+PIZZA_SHOP|HIGH,9,FARMERS_MARKET,PIZZA_SHOP,,HIGH,12,1463,False,True,False,2,143,7,1,3,24,6,8,12
D9|FARMERS_MARKET+BRUNCH_SPOT|LOW,9,FARMERS_MARKET,BRUNCH_SPOT,,LOW,11,623,False,True,False,8,143,2,1,4,30,6,0,12
D9|FARMERS_MARKET+BRUNCH_SPOT|BASE,9,FARMERS_MARKET,BRUNCH_SPOT,,BASE,11,623,False,True,False,8,143,2,1,4,30,6,0,12
D9|FARMERS_MARKET+BRUNCH_SPOT|HIGH,9,FARMERS_MARKET,BRUNCH_SPOT,,HIGH,12,923,False,True,False,8,143,2,1,5,30,6,0,12
D9|FARMERS_MARKET+YARN_STORE|LOW,9,FARMERS_MARKET,YARN_STORE,,LOW,11,543,False,True,False,0,143,2,4,3,24,6,0,12
D9|FARMERS_MARKET+YARN_STORE|BASE,9,FARMERS_MARKET,YARN_STORE,,BASE,11,1043,False,True,False,0,143,2,5,3,24,6,0,12
D9|FARMERS_MARKET+YARN_STORE|HIGH,9,FARMERS_MARKET,YARN_STORE,,HIGH,12,1543,False,True,False,0,143,2,6,3,24,6,0,12
D9|FARMERS_MARKET+ICE_CREAM_SHOP|LOW,9,FARMERS_MARKET,ICE_CREAM_SHOP,,LOW,11,593,False,True,False,5,143,5,1,3,30,6,0,12
D9|FARMERS_MARKET+ICE_CREAM_SHOP|BASE,9,FARMERS_MARKET,ICE_CREAM_SHOP,,BASE,11,993,False,True,False,5,143,6,1,3,30,6,0,12
D9|FARMERS_MARKET+ICE_CREAM_SHOP|HIGH,9,FARMERS_MARKET,ICE_CREAM_SHOP,,HIGH,12,1393,False,True,False,5,143,7,1,3,30,6,0,12
D9|FARMERS_MARKET+PET_CAFE|LOW,9,FARMERS_MARKET,PET_CAFE,,LOW,11,583,False,True,False,4,143,2,1,3,24,18,0,12
D9|FARMERS_MARKET+PET_CAFE|BASE,9,FARMERS_MARKET,PET_CAFE,,BASE,11,583,False,True,False,4,143,2,1,3,24,18,0,12
D9|FARMERS_MARKET+PET_CAFE|HIGH,9,FARMERS_MARKET,PET_CAFE,,HIGH,12,663,False,True,False,4,143,2,1,3,24,22,0,12
D9|FARMERS_MARKET+SMOOTHIE_SHOP|LOW,9,FARMERS_MARKET,SMOOTHIE_SHOP,,LOW,11,593,False,True,False,5,143,5,1,3,30,6,0,12
D9|FARMERS_MARKET+SMOOTHIE_SHOP|BASE,9,FARMERS_MARKET,SMOOTHIE_SHOP,,BASE,11,993,False,True,False,5,143,6,1,3,30,6,0,12
D9|FARMERS_MARKET+SMOOTHIE_SHOP|HIGH,9,FARMERS_MARKET,SMOOTHIE_SHOP,,HIGH,12,1393,False,True,False,5,143,7,1,3,30,6,0,12
D9|FARMERS_MARKET+FARMERS_MARKET|LOW,9,FARMERS_MARKET,FARMERS_MARKET,,LOW,11,423,False,True,False,8,143,2,1,3,28,6,0,12
D9|FARMERS_MARKET+FARMERS_MARKET|BASE,9,FARMERS_MARKET,FARMERS_MARKET,,BASE,11,623,False,True,False,8,143,2,1,3,30,6,0,12
D9|FARMERS_MARKET+FARMERS_MARKET|HIGH,9,FARMERS_MARKET,FARMERS_MARKET,,HIGH,12,823,False,True,False,8,143,2,1,3,32,6,0,12
D10|BAKERY+BAKERY+BAKERY|LOW,10,BAKERY,BAKERY,BAKERY,LOW,11,208,False,False,False,12,88,2,1,6,0,0,0,12
D10|BAKERY+BAKERY+BAKERY|BASE,10,BAKERY,BAKERY,BAKERY,BASE,11,208,False,False,False,12,88,2,1,6,0,0,0,12
D10|BAKERY+BAKERY+BAKERY|HIGH,10,BAKERY,BAKERY,BAKERY,HIGH,12,2748,True,True,False,36,88,2,1,7,0,0,0,12
D10|BAKERY+BAKERY+PIZZA_SHOP|LOW,10,BAKERY,BAKERY,PIZZA_SHOP,LOW,11,838,False,False,False,5,88,3,1,6,0,0,6,12
D10|BAKERY+BAKERY+PIZZA_SHOP|BASE,10,BAKERY,BAKERY,PIZZA_SHOP,BASE,11,1228,False,False,False,4,88,4,1,6,0,0,6,12
D10|BAKERY+BAKERY+PIZZA_SHOP|HIGH,10,BAKERY,BAKERY,PIZZA_SHOP,HIGH,12,1628,False,False,False,4,88,5,1,6,0,0,6,12
D10|BAKERY+BAKERY+BRUNCH_SPOT|LOW,10,BAKERY,BAKERY,BRUNCH_SPOT,LOW,11,1288,False,False,False,0,88,2,1,6,12,0,0,12
D10|BAKERY+BAKERY+BRUNCH_SPOT|BASE,10,BAKERY,BAKERY,BRUNCH_SPOT,BASE,11,1288,False,False,False,0,88,2,1,6,12,0,0,12
D10|BAKERY+BAKERY+BRUNCH_SPOT|HIGH,10,BAKERY,BAKERY,BRUNCH_SPOT,HIGH,12,3828,True,True,False,24,88,2,1,7,12,0,0,12
D10|BAKERY+BAKERY+YARN_STORE|LOW,10,BAKERY,BAKERY,YARN_STORE,LOW,11,698,False,False,False,11,88,2,2,6,0,0,0,12
D10|BAKERY+BAKERY+YARN_STORE|BASE,10,BAKERY,BAKERY,YARN_STORE,BASE,11,1188,False,False,False,10,88,2,3,6,0,0,0,12
D10|BAKERY+BAKERY+YARN_STORE|HIGH,10,BAKERY,BAKERY,YARN_STORE,HIGH,12,3928,True,True,False,34,88,2,4,6,0,0,0,12
D10|BAKERY+BAKERY+ICE_CREAM_SHOP|LOW,10,BAKERY,BAKERY,ICE_CREAM_SHOP,LOW,11,1688,False,False,False,0,88,3,1,6,12,0,0,12
D10|BAKERY+BAKERY+ICE_CREAM_SHOP|BASE,10,BAKERY,BAKERY,ICE_CREAM_SHOP,BASE,11,2088,False,False,False,0,88,4,1,6,12,0,0,12
D10|BAKERY+BAKERY+ICE_CREAM_SHOP|HIGH,10,BAKERY,BAKERY,ICE_CREAM_SHOP,HIGH,12,2488,False,False,False,0,88,5,1,6,12,0,0,12
D10|BAKERY+BAKERY+PET_CAFE|LOW,10,BAKERY,BAKERY,PET_CAFE,LOW,11,308,False,False,False,2,88,2,1,6,0,10,0,12
D10|BAKERY+BAKERY+PET_CAFE|BASE,10,BAKERY,BAKERY,PET_CAFE,BASE,11,368,False,False,False,0,88,2,1,6,0,14,0,12
D10|BAKERY+BAKERY+PET_CAFE|HIGH,10,BAKERY,BAKERY,PET_CAFE,HIGH,12,448,False,False,False,0,88,2,1,6,0,18,0,12
D10|BAKERY+BAKERY+SMOOTHIE_SHOP|LOW,10,BAKERY,BAKERY,SMOOTHIE_SHOP,LOW,11,1688,False,False,False,0,88,3,1,6,12,0,0,12
D10|BAKERY+BAKERY+SMOOTHIE_SHOP|BASE,10,BAKERY,BAKERY,SMOOTHIE_SHOP,BASE,11,2088,False,False,False,0,88,4,1,6,12,0,0,12
D10|BAKERY+BAKERY+SMOOTHIE_SHOP|HIGH,10,BAKERY,BAKERY,SMOOTHIE_SHOP,HIGH,12,2488,False,False,False,0,88,5,1,6,12,0,0,12
D10|BAKERY+BAKERY+FARMERS_MARKET|LOW,10,BAKERY,BAKERY,FARMERS_MARKET,LOW,11,1208,False,False,False,0,88,2,1,6,10,6,0,12
D10|BAKERY+BAKERY+FARMERS_MARKET|BASE,10,BAKERY,BAKERY,FARMERS_MARKET,BASE,11,1408,False,False,False,0,88,2,1,6,12,6,0,12
D10|BAKERY+BAKERY+FARMERS_MARKET|HIGH,10,BAKERY,BAKERY,FARMERS_MARKET,HIGH,12,3838,True,True,False,23,88,2,1,6,14,6,0,12
D10|BAKERY+PIZZA_SHOP+BAKERY|LOW,10,BAKERY,PIZZA_SHOP,BAKERY,LOW,11,578,False,False,False,9,88,7,1,4,0,0,8,12
D10|BAKERY+PIZZA_SHOP+BAKERY|BASE,10,BAKERY,PIZZA_SHOP,BAKERY,BASE,11,578,False,False,False,9,88,7,1,4,0,0,8,12
D10|BAKERY+PIZZA_SHOP+BAKERY|HIGH,10,BAKERY,PIZZA_SHOP,BAKERY,HIGH,12,3118,True,True,False,33,88,7,1,5,0,0,8,12
D10|BAKERY+PIZZA_SHOP+PIZZA_SHOP|LOW,10,BAKERY,PIZZA_SHOP,PIZZA_SHOP,LOW,11,1128,False,False,False,4,88,8,1,4,0,0,12,12
D10|BAKERY+PIZZA_SHOP+PIZZA_SHOP|BASE,10,BAKERY,PIZZA_SHOP,PIZZA_SHOP,BASE,11,1518,False,False,False,3,88,9,1,4,0,0,12,12
D10|BAKERY+PIZZA_SHOP+PIZZA_SHOP|HIGH,10,BAKERY,PIZZA_SHOP,PIZZA_SHOP,HIGH,12,3858,True,True,False,27,88,9,1,4,0,0,14,12
D10|BAKERY+PIZZA_SHOP+BRUNCH_SPOT|LOW,10,BAKERY,PIZZA_SHOP,BRUNCH_SPOT,LOW,11,3908,True,True,False,22,88,7,1,4,12,0,8,12
D10|BAKERY+PIZZA_SHOP+BRUNCH_SPOT|BASE,10,BAKERY,PIZZA_SHOP,BRUNCH_SPOT,BASE,11,3908,True,True,False,22,88,7,1,4,12,0,8,12
D10|BAKERY+PIZZA_SHOP+BRUNCH_SPOT|HIGH,10,BAKERY,PIZZA_SHOP,BRUNCH_SPOT,HIGH,12,4208,True,True,False,22,88,7,1,5,12,0,8,12
D10|BAKERY+PIZZA_SHOP+YARN_STORE|LOW,10,BAKERY,PIZZA_SHOP,YARN_STORE,LOW,11,1068,False,False,False,8,88,7,2,4,0,0,8,12
D10|BAKERY+PIZZA_SHOP+YARN_STORE|BASE,10,BAKERY,PIZZA_SHOP,YARN_STORE,BASE,11,1558,False,False,False,7,88,7,3,4,0,0,8,12
D10|BAKERY+PIZZA_SHOP+YARN_STORE|HIGH,10,BAKERY,PIZZA_SHOP,YARN_STORE,HIGH,12,4298,True,True,False,31,88,7,4,4,0,0,8,12
D10|BAKERY+PIZZA_SHOP+ICE_CREAM_SHOP|LOW,10,BAKERY,PIZZA_SHOP,ICE_CREAM_SHOP,LOW,11,4298,True,True,False,21,88,8,1,4,12,0,8,12
D10|BAKERY+PIZZA_SHOP+ICE_CREAM_SHOP|BASE,10,BAKERY,PIZZA_SHOP,ICE_CREAM_SHOP,BASE,11,4688,True,True,False,20,88,9,1,4,12,0,8,12
D10|BAKERY+PIZZA_SHOP+ICE_CREAM_SHOP|HIGH,10,BAKERY,PIZZA_SHOP,ICE_CREAM_SHOP,HIGH,12,4888,True,True,False,20,88,9,1,4,14,0,8,12
D10|BAKERY+PIZZA_SHOP+PET_CAFE|LOW,10,BAKERY,PIZZA_SHOP,PET_CAFE,LOW,11,688,False,False,False,0,88,7,1,4,0,10,8,12
D10|BAKERY+PIZZA_SHOP+PET_CAFE|BASE,10,BAKERY,PIZZA_SHOP,PET_CAFE,BASE,11,2978,True,True,False,21,88,7,1,4,0,14,8,12
D10|BAKERY+PIZZA_SHOP+PET_CAFE|HIGH,10,BAKERY,PIZZA_SHOP,PET_CAFE,HIGH,12,3058,True,True,False,21,88,7,1,4,0,18,8,12
D10|BAKERY+PIZZA_SHOP+SMOOTHIE_SHOP|LOW,10,BAKERY,PIZZA_SHOP,SMOOTHIE_SHOP,LOW,11,4298,True,True,False,21,88,8,1,4,12,0,8,12
D10|BAKERY+PIZZA_SHOP+SMOOTHIE_SHOP|BASE,10,BAKERY,PIZZA_SHOP,SMOOTHIE_SHOP,BASE,11,4688,True,True,False,20,88,9,1,4,12,0,8,12
D10|BAKERY+PIZZA_SHOP+SMOOTHIE_SHOP|HIGH,10,BAKERY,PIZZA_SHOP,SMOOTHIE_SHOP,HIGH,12,4888,True,True,False,20,88,9,1,4,14,0,8,12
D10|BAKERY+PIZZA_SHOP+FARMERS_MARKET|LOW,10,BAKERY,PIZZA_SHOP,FARMERS_MARKET,LOW,11,3798,True,True,False,19,88,7,1,4,10,6,8,12
D10|BAKERY+PIZZA_SHOP+FARMERS_MARKET|BASE,10,BAKERY,PIZZA_SHOP,FARMERS_MARKET,BASE,11,3978,True,True,False,17,88,7,1,4,12,6,8,12
D10|BAKERY+PIZZA_SHOP+FARMERS_MARKET|HIGH,10,BAKERY,PIZZA_SHOP,FARMERS_MARKET,HIGH,12,4178,True,True,False,17,88,7,1,4,14,6,8,12
D10|BAKERY+BRUNCH_SPOT+BAKERY|LOW,10,BAKERY,BRUNCH_SPOT,BAKERY,LOW,11,328,False,True,False,4,88,2,1,6,24,0,0,12
D10|BAKERY+BRUNCH_SPOT+BAKERY|BASE,10,BAKERY,BRUNCH_SPOT,BAKERY,BASE,11,328,False,True,False,4,88,2,1,6,24,0,0,12
D10|BAKERY+BRUNCH_SPOT+BAKERY|HIGH,10,BAKERY,BRUNCH_SPOT,BAKERY,HIGH,12,628,False,True,False,4,88,2,1,7,24,0,0,12
D10|BAKERY+BRUNCH_SPOT+PIZZA_SHOP|LOW,10,BAKERY,BRUNCH_SPOT,PIZZA_SHOP,LOW,11,988,False,True,False,0,88,3,1,6,24,0,6,12
D10|BAKERY+BRUNCH_SPOT+PIZZA_SHOP|BASE,10,BAKERY,BRUNCH_SPOT,PIZZA_SHOP,BASE,11,1388,False,True,False,0,88,4,1,6,24,0,6,12
D10|BAKERY+BRUNCH_SPOT+PIZZA_SHOP|HIGH,10,BAKERY,BRUNCH_SPOT,PIZZA_SHOP,HIGH,12,1788,False,True,False,0,88,5,1,6,24,0,6,12
D10|BAKERY+BRUNCH_SPOT+BRUNCH_SPOT|LOW,10,BAKERY,BRUNCH_SPOT,BRUNCH_SPOT,LOW,11,1088,False,True,False,0,88,2,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+BRUNCH_SPOT|BASE,10,BAKERY,BRUNCH_SPOT,BRUNCH_SPOT,BASE,11,1088,False,True,False,0,88,2,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+BRUNCH_SPOT|HIGH,10,BAKERY,BRUNCH_SPOT,BRUNCH_SPOT,HIGH,12,1388,False,True,False,0,88,2,1,7,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+YARN_STORE|LOW,10,BAKERY,BRUNCH_SPOT,YARN_STORE,LOW,11,818,False,True,False,3,88,2,2,6,24,0,0,12
D10|BAKERY+BRUNCH_SPOT+YARN_STORE|BASE,10,BAKERY,BRUNCH_SPOT,YARN_STORE,BASE,11,1308,False,True,False,2,88,2,3,6,24,0,0,12
D10|BAKERY+BRUNCH_SPOT+YARN_STORE|HIGH,10,BAKERY,BRUNCH_SPOT,YARN_STORE,HIGH,12,1808,False,True,False,2,88,2,4,6,24,0,0,12
D10|BAKERY+BRUNCH_SPOT+ICE_CREAM_SHOP|LOW,10,BAKERY,BRUNCH_SPOT,ICE_CREAM_SHOP,LOW,11,1488,False,True,False,0,88,3,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+ICE_CREAM_SHOP|BASE,10,BAKERY,BRUNCH_SPOT,ICE_CREAM_SHOP,BASE,11,1888,False,True,False,0,88,4,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+ICE_CREAM_SHOP|HIGH,10,BAKERY,BRUNCH_SPOT,ICE_CREAM_SHOP,HIGH,12,2288,False,True,False,0,88,5,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+PET_CAFE|LOW,10,BAKERY,BRUNCH_SPOT,PET_CAFE,LOW,11,488,False,True,False,0,88,2,1,6,24,10,0,12
D10|BAKERY+BRUNCH_SPOT+PET_CAFE|BASE,10,BAKERY,BRUNCH_SPOT,PET_CAFE,BASE,11,568,False,True,False,0,88,2,1,6,24,14,0,12
D10|BAKERY+BRUNCH_SPOT+PET_CAFE|HIGH,10,BAKERY,BRUNCH_SPOT,PET_CAFE,HIGH,12,648,False,True,False,0,88,2,1,6,24,18,0,12
D10|BAKERY+BRUNCH_SPOT+SMOOTHIE_SHOP|LOW,10,BAKERY,BRUNCH_SPOT,SMOOTHIE_SHOP,LOW,11,1488,False,True,False,0,88,3,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+SMOOTHIE_SHOP|BASE,10,BAKERY,BRUNCH_SPOT,SMOOTHIE_SHOP,BASE,11,1888,False,True,False,0,88,4,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+SMOOTHIE_SHOP|HIGH,10,BAKERY,BRUNCH_SPOT,SMOOTHIE_SHOP,HIGH,12,2288,False,True,False,0,88,5,1,6,32,0,0,12
D10|BAKERY+BRUNCH_SPOT+FARMERS_MARKET|LOW,10,BAKERY,BRUNCH_SPOT,FARMERS_MARKET,LOW,11,1008,False,True,False,0,88,2,1,6,30,6,0,12
D10|BAKERY+BRUNCH_SPOT+FARMERS_MARKET|BASE,10,BAKERY,BRUNCH_SPOT,FARMERS_MARKET,BASE,11,1208,False,True,False,0,88,2,1,6,32,6,0,12
D10|BAKERY+BRUNCH_SPOT+FARMERS_MARKET|HIGH,10,BAKERY,BRUNCH_SPOT,FARMERS_MARKET,HIGH,12,1408,False,True,False,0,88,2,1,6,34,6,0,12
D10|BAKERY+YARN_STORE+BAKERY|LOW,10,BAKERY,YARN_STORE,BAKERY,LOW,11,698,False,False,False,11,88,2,6,4,0,0,0,12
D10|BAKERY+YARN_STORE+BAKERY|BASE,10,BAKERY,YARN_STORE,BAKERY,BASE,11,698,False,False,False,11,88,2,6,4,0,0,0,12
D10|BAKERY+YARN_STORE+BAKERY|HIGH,10,BAKERY,YARN_STORE,BAKERY,HIGH,12,3238,True,True,False,35,88,2,6,5,0,0,0,12
D10|BAKERY+YARN_STORE+PIZZA_SHOP|LOW,10,BAKERY,YARN_STORE,PIZZA_SHOP,LOW,11,1328,False,False,False,4,88,3,6,4,0,0,6,12
D10|BAKERY+YARN_STORE+PIZZA_SHOP|BASE,10,BAKERY,YARN_STORE,PIZZA_SHOP,BASE,11,1718,False,False,False,3,88,4,6,4,0,0,6,12
D10|BAKERY+YARN_STORE+PIZZA_SHOP|HIGH,10,BAKERY,YARN_STORE,PIZZA_SHOP,HIGH,12,2118,False,False,False,3,88,5,6,4,0,0,6,12
D10|BAKERY+YARN_STORE+BRUNCH_SPOT|LOW,10,BAKERY,YARN_STORE,BRUNCH_SPOT,LOW,11,1788,False,False,False,0,88,2,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+BRUNCH_SPOT|BASE,10,BAKERY,YARN_STORE,BRUNCH_SPOT,BASE,11,1788,False,False,False,0,88,2,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+BRUNCH_SPOT|HIGH,10,BAKERY,YARN_STORE,BRUNCH_SPOT,HIGH,12,4328,True,True,False,24,88,2,6,5,12,0,0,12
D10|BAKERY+YARN_STORE+YARN_STORE|LOW,10,BAKERY,YARN_STORE,YARN_STORE,LOW,11,1188,False,False,False,10,88,2,7,4,0,0,0,12
D10|BAKERY+YARN_STORE+YARN_STORE|BASE,10,BAKERY,YARN_STORE,YARN_STORE,BASE,11,1678,False,False,False,9,88,2,8,4,0,0,0,12
D10|BAKERY+YARN_STORE+YARN_STORE|HIGH,10,BAKERY,YARN_STORE,YARN_STORE,HIGH,11,1678,False,False,True,9,88,2,8,4,0,0,0,12
D10|BAKERY+YARN_STORE+ICE_CREAM_SHOP|LOW,10,BAKERY,YARN_STORE,ICE_CREAM_SHOP,LOW,11,2188,False,False,False,0,88,3,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+ICE_CREAM_SHOP|BASE,10,BAKERY,YARN_STORE,ICE_CREAM_SHOP,BASE,11,2588,False,False,False,0,88,4,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+ICE_CREAM_SHOP|HIGH,10,BAKERY,YARN_STORE,ICE_CREAM_SHOP,HIGH,12,2988,False,False,False,0,88,5,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+PET_CAFE|LOW,10,BAKERY,YARN_STORE,PET_CAFE,LOW,11,798,False,False,False,1,88,2,6,4,0,10,0,12
D10|BAKERY+YARN_STORE+PET_CAFE|BASE,10,BAKERY,YARN_STORE,PET_CAFE,BASE,11,868,False,False,False,0,88,2,6,4,0,14,0,12
D10|BAKERY+YARN_STORE+PET_CAFE|HIGH,10,BAKERY,YARN_STORE,PET_CAFE,HIGH,12,948,False,False,False,0,88,2,6,4,0,18,0,12
D10|BAKERY+YARN_STORE+SMOOTHIE_SHOP|LOW,10,BAKERY,YARN_STORE,SMOOTHIE_SHOP,LOW,11,2188,False,False,False,0,88,3,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+SMOOTHIE_SHOP|BASE,10,BAKERY,YARN_STORE,SMOOTHIE_SHOP,BASE,11,2588,False,False,False,0,88,4,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+SMOOTHIE_SHOP|HIGH,10,BAKERY,YARN_STORE,SMOOTHIE_SHOP,HIGH,12,2988,False,False,False,0,88,5,6,4,12,0,0,12
D10|BAKERY+YARN_STORE+FARMERS_MARKET|LOW,10,BAKERY,YARN_STORE,FARMERS_MARKET,LOW,11,1708,False,False,False,0,88,2,6,4,10,6,0,12
D10|BAKERY+YARN_STORE+FARMERS_MARKET|BASE,10,BAKERY,YARN_STORE,FARMERS_MARKET,BASE,11,1908,False,False,False,0,88,2,6,4,12,6,0,12
D10|BAKERY+YARN_STORE+FARMERS_MARKET|HIGH,10,BAKERY,YARN_STORE,FARMERS_MARKET,HIGH,12,4338,True,True,False,23,88,2,6,4,14,6,0,12
D10|BAKERY+ICE_CREAM_SHOP+BAKERY|LOW,10,BAKERY,ICE_CREAM_SHOP,BAKERY,LOW,11,708,False,True,False,2,88,7,1,4,24,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+BAKERY|BASE,10,BAKERY,ICE_CREAM_SHOP,BAKERY,BASE,11,708,False,True,False,2,88,7,1,4,24,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+BAKERY|HIGH,10,BAKERY,ICE_CREAM_SHOP,BAKERY,HIGH,12,1008,False,True,False,2,88,7,1,5,24,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+PIZZA_SHOP|LOW,10,BAKERY,ICE_CREAM_SHOP,PIZZA_SHOP,LOW,11,1388,False,True,False,0,88,8,1,4,24,0,6,12
D10|BAKERY+ICE_CREAM_SHOP+PIZZA_SHOP|BASE,10,BAKERY,ICE_CREAM_SHOP,PIZZA_SHOP,BASE,11,1788,False,True,False,0,88,9,1,4,24,0,6,12
D10|BAKERY+ICE_CREAM_SHOP+PIZZA_SHOP|HIGH,10,BAKERY,ICE_CREAM_SHOP,PIZZA_SHOP,HIGH,12,1988,False,True,False,0,88,9,1,4,26,0,6,12
D10|BAKERY+ICE_CREAM_SHOP+BRUNCH_SPOT|LOW,10,BAKERY,ICE_CREAM_SHOP,BRUNCH_SPOT,LOW,11,1488,False,True,False,0,88,7,1,4,32,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+BRUNCH_SPOT|BASE,10,BAKERY,ICE_CREAM_SHOP,BRUNCH_SPOT,BASE,11,1488,False,True,False,0,88,7,1,4,32,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+BRUNCH_SPOT|HIGH,10,BAKERY,ICE_CREAM_SHOP,BRUNCH_SPOT,HIGH,12,1788,False,True,False,0,88,7,1,5,32,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+YARN_STORE|LOW,10,BAKERY,ICE_CREAM_SHOP,YARN_STORE,LOW,11,1198,False,True,False,1,88,7,2,4,24,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+YARN_STORE|BASE,10,BAKERY,ICE_CREAM_SHOP,YARN_STORE,BASE,11,1688,False,True,False,0,88,7,3,4,24,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+YARN_STORE|HIGH,10,BAKERY,ICE_CREAM_SHOP,YARN_STORE,HIGH,12,2188,False,True,False,0,88,7,4,4,24,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+ICE_CREAM_SHOP|LOW,10,BAKERY,ICE_CREAM_SHOP,ICE_CREAM_SHOP,LOW,11,1888,False,True,False,0,88,8,1,4,32,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+ICE_CREAM_SHOP|BASE,10,BAKERY,ICE_CREAM_SHOP,ICE_CREAM_SHOP,BASE,11,2288,False,True,False,0,88,9,1,4,32,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+ICE_CREAM_SHOP|HIGH,10,BAKERY,ICE_CREAM_SHOP,ICE_CREAM_SHOP,HIGH,12,2488,False,True,False,0,88,9,1,4,34,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+PET_CAFE|LOW,10,BAKERY,ICE_CREAM_SHOP,PET_CAFE,LOW,11,888,False,True,False,0,88,7,1,4,24,10,0,12
D10|BAKERY+ICE_CREAM_SHOP+PET_CAFE|BASE,10,BAKERY,ICE_CREAM_SHOP,PET_CAFE,BASE,11,968,False,True,False,0,88,7,1,4,24,14,0,12
D10|BAKERY+ICE_CREAM_SHOP+PET_CAFE|HIGH,10,BAKERY,ICE_CREAM_SHOP,PET_CAFE,HIGH,12,1048,False,True,False,0,88,7,1,4,24,18,0,12
D10|BAKERY+ICE_CREAM_SHOP+SMOOTHIE_SHOP|LOW,10,BAKERY,ICE_CREAM_SHOP,SMOOTHIE_SHOP,LOW,11,1888,False,True,False,0,88,8,1,4,32,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+SMOOTHIE_SHOP|BASE,10,BAKERY,ICE_CREAM_SHOP,SMOOTHIE_SHOP,BASE,11,2288,False,True,False,0,88,9,1,4,32,0,0,12
D10|BAKERY+ICE_CREAM_SHOP+SMOOTHIE_SHOP|HIGH,10,BAKERY,ICE_CREAM_SHOP,SMOOTHIE_SHOP,HIGH,12,2488,False,True,False,0,88,9,1,4,34,0,0,12
